prevalence,dependence,ranking,aida_auc,baseline_auc,datasets,budget,pool,images,delta_name,delta,successes,iterations,power,monte_carlo_se,power_wilson95_low,power_wilson95_high,exceeds_expected_errors,pool_unique_errors_per_dataset,mean_aida_unique_errors,mean_baseline_unique_errors,blocks_per_dataset,blocks_total,per_dataset_evidence,evidence,required_active_minutes,status,official_scenario,exploratory,cell_seed
0.25,clustered,small_gap,0.75,0.7,4,600,1200,757,A,1.0,45,60,0.75,0.05590169943749474,0.6277,0.8422,False,274.0,202.52,188.64,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,274.0,202.52,188.64,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,274.0,202.52,188.64,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.25_clustered_small_gap
0.25,clustered,large_gap,0.85,0.7,1,120,240,151,A,1.0,34,60,0.5666666666666667,0.06397337409104348,0.441,0.6843,False,54.4,46.7,37.15,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,120,240,151,B,6.0,10,60,0.16666666666666666,0.048112522432468816,0.0931,0.2803,False,54.4,46.7,37.15,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,54.4,46.7,37.15,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,240,480,303,A,1.0,48,60,0.8,0.05163977794943222,0.6822,0.8817,False,108.2,92.62,75.12,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,240,480,303,B,12.0,9,60,0.15,0.046097722286464436,0.081,0.2611,False,108.2,92.62,75.12,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,108.2,92.62,75.12,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,360,720,454,A,1.0,57,60,0.95,0.0281365716935569,0.863,0.9829,False,164.1,139.55,113.18,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,360,720,454,B,18.0,16,60,0.26666666666666666,0.05708992257184502,0.1713,0.3901,False,164.1,139.55,113.18,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,164.1,139.55,113.18,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,218.5,185.07,151.22,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,480,960,605,B,24.0,11,60,0.18333333333333332,0.04995368225036439,0.1056,0.2992,False,218.5,185.07,151.22,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,218.5,185.07,151.22,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,277.2,236.4,191.4,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,600,1200,757,B,30.0,22,60,0.36666666666666664,0.062212300796308524,0.2562,0.4932,False,277.2,236.4,191.4,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,1,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,277.2,236.4,191.4,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,120,240,151,A,1.0,48,60,0.8,0.05163977794943222,0.6822,0.8817,False,54.5,46.95,37.84,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,120,240,151,B,6.0,7,60,0.11666666666666667,0.04144384867012947,0.0577,0.2218,False,54.5,46.95,37.84,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,54.5,46.95,37.84,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,240,480,303,A,1.0,59,60,0.9833333333333333,0.016527194200715044,0.9114,0.9971,False,108.7,92.31,75.33,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,240,480,303,B,12.0,16,60,0.26666666666666666,0.05708992257184502,0.1713,0.3901,False,108.7,92.31,75.33,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,108.7,92.31,75.33,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,360,720,454,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,166.6,142.08,115.28,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,360,720,454,B,18.0,24,60,0.4,0.06324555320336758,0.2857,0.5263,False,166.6,142.08,115.28,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,166.6,142.08,115.28,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,218.3,185.82,150.86,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,480,960,605,B,24.0,30,60,0.5,0.06454972243679027,0.3774,0.6226,False,218.3,185.82,150.86,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,218.3,185.82,150.86,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,274.1,233.0,189.21,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,600,1200,757,B,30.0,37,60,0.6166666666666667,0.06276794416591015,0.4902,0.7291,False,274.1,233.0,189.21,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,2,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,274.1,233.0,189.21,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,120,240,151,A,1.0,54,60,0.9,0.03872983346207417,0.7985,0.9534,False,54.9,46.71,37.92,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,120,240,151,B,6.0,12,60,0.2,0.051639777949432225,0.1183,0.3178,False,54.9,46.71,37.92,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,54.9,46.71,37.92,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,240,480,303,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,110.4,94.06,75.48,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,240,480,303,B,12.0,33,60,0.55,0.06422616289332565,0.4249,0.6691,False,110.4,94.06,75.48,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,110.4,94.06,75.48,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,360,720,454,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,163.4,139.33,113.82,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,360,720,454,B,18.0,31,60,0.5166666666666667,0.06451385151296608,0.3931,0.6382,False,163.4,139.33,113.82,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,163.4,139.33,113.82,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,219.7,187.17,151.4,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,480,960,605,B,24.0,48,60,0.8,0.05163977794943222,0.6822,0.8817,False,219.7,187.17,151.4,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,219.7,187.17,151.4,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,273.9,232.94,188.28,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,600,1200,757,B,30.0,52,60,0.8666666666666667,0.04388537257362555,0.7583,0.9309,False,273.9,232.94,188.28,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,3,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,273.9,232.94,188.28,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,120,240,151,A,1.0,58,60,0.9666666666666667,0.023174059571793564,0.8864,0.9908,False,54.6,46.5,37.52,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,120,240,151,B,6.0,23,60,0.38333333333333336,0.06276794416591017,0.2709,0.5098,False,54.6,46.5,37.52,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,54.6,46.5,37.52,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,240,480,303,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,110.6,93.73,76.38,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,240,480,303,B,12.0,30,60,0.5,0.06454972243679027,0.3774,0.6226,False,110.6,93.73,76.38,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,110.6,93.73,76.38,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,360,720,454,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,164.1,139.59,113.65,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,360,720,454,B,18.0,38,60,0.6333333333333333,0.062212300796308524,0.5068,0.7438,False,164.1,139.59,113.65,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,164.1,139.59,113.65,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,218.7,186.46,150.94,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,480,960,605,B,24.0,53,60,0.8833333333333333,0.04144384867012948,0.7782,0.9423,False,218.7,186.46,150.94,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,218.7,186.46,150.94,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,273.4,232.59,189.3,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,600,1200,757,B,30.0,51,60,0.85,0.046097722286464436,0.7389,0.919,False,273.4,232.59,189.3,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.25_clustered_large_gap
0.25,clustered,large_gap,0.85,0.7,4,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,273.4,232.59,189.3,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.25_clustered_large_gap
